referrer,views_total,views_unique
github.com,147,50
Google,111,28
instill.tech,14,6
com.google.android.gm,8,2
forms.clickup.com,4,4
cn.bing.com,4,2
facebook.com,2,2
Bing,2,1
in.search.yahoo.com,2,1
outlook.live.com,1,1
